event,series,matchNumber,scoreRedFinal,scoreBlueFinal,redTeams,blueTeams,label
Seletiva Catarinense FIRST Tech Challenge,0,2,37,24,"[19193, 26484]","[24823, 24531]",1
Seletiva Catarinense FIRST Tech Challenge,0,3,166,109,"[23069, 28782]","[24557, 16063]",1
Seletiva Catarinense FIRST Tech Challenge,0,4,69,48,"[26969, 19193]","[26484, 32795]",1
Seletiva Catarinense FIRST Tech Challenge,0,5,150,71,"[24557, 23069]","[19194, 24531]",1
Seletiva Catarinense FIRST Tech Challenge,0,6,35,89,"[28782, 16063]","[24823, 24645]",0
Seletiva Catarinense FIRST Tech Challenge,0,7,129,99,"[32795, 24557]","[26484, 23069]",1
Seletiva Catarinense FIRST Tech Challenge,0,8,21,128,"[24531, 26969]","[28782, 24645]",0
Seletiva Catarinense FIRST Tech Challenge,0,9,76,70,"[16063, 24823]","[19194, 19193]",1
Seletiva Catarinense FIRST Tech Challenge,0,10,86,170,"[24645, 26484]","[23069, 24531]",0
Seletiva Catarinense FIRST Tech Challenge,0,11,121,68,"[24823, 24557]","[16063, 26969]",1
Seletiva Catarinense FIRST Tech Challenge,0,12,59,21,"[28782, 19194]","[19193, 32795]",1
Seletiva Catarinense FIRST Tech Challenge,0,13,141,81,"[24645, 24557]","[24823, 26484]",1
Seletiva Catarinense FIRST Tech Challenge,0,14,33,80,"[19194, 23069]","[19193, 28782]",0
Seletiva Catarinense FIRST Tech Challenge,0,15,109,69,"[16063, 24531]","[26969, 32795]",1
Seletiva Catarinense FIRST Tech Challenge,0,16,131,142,"[19193, 24645]","[24557, 28782]",0
Seletiva Catarinense FIRST Tech Challenge,0,17,82,75,"[26484, 24531]","[16063, 19194]",1
Seletiva Catarinense FIRST Tech Challenge,0,18,95,91,"[26969, 24823]","[23069, 32795]",1
Seletiva Catarinense FIRST Tech Challenge,1,1,268,84,"[23069, 24557]","[24645, 16063]",1
Seletiva Catarinense FIRST Tech Challenge,2,1,43,64,"[24531, 28782]","[19193, 24823]",0
Seletiva Catarinense FIRST Tech Challenge,3,1,64,57,"[24645, 16063]","[24531, 28782]",1
Seletiva Catarinense FIRST Tech Challenge,4,1,130,96,"[24557, 23069]","[24823, 19193]",1
Seletiva Catarinense FIRST Tech Challenge,5,1,50,101,"[24823, 19193]","[24645, 16063]",0
Seletiva Catarinense FIRST Tech Challenge,6,1,158,87,"[24557, 23069]","[24645, 16063]",1
Seletiva FIRST Tech Challenge SESI/MS,0,1,87,52,"[17801, 17730]","[21086, 26970]",1
Seletiva FIRST Tech Challenge SESI/MS,0,2,32,79,"[16056, 27390]","[23073, 27391]",0
Seletiva FIRST Tech Challenge SESI/MS,0,3,79,97,"[26970, 23073]","[17801, 16056]",0
Seletiva FIRST Tech Challenge SESI/MS,0,4,73,95,"[27390, 21086]","[17730, 27391]",0
Seletiva FIRST Tech Challenge SESI/MS,0,5,87,45,"[26970, 17801]","[27390, 27391]",1
Seletiva FIRST Tech Challenge SESI/MS,0,6,0,20,"[23073, 16056]","[21086, 17730]",0
Seletiva FIRST Tech Challenge SESI/MS,0,1,102,43,"[17730, 27390]","[16056, 23073]",1
Seletiva FIRST Tech Challenge SESI/MS,0,2,67,56,"[17801, 27391]","[21086, 26970]",1
Seletiva FIRST Tech Challenge SESI/MS,0,3,97,56,"[26970, 17801]","[16056, 27390]",1
Seletiva FIRST Tech Challenge SESI/MS,0,4,75,78,"[23073, 17730]","[27391, 21086]",0
Seletiva FIRST Tech Challenge SESI/MS,0,5,79,110,"[26970, 23073]","[17730, 17801]",0
Seletiva FIRST Tech Challenge SESI/MS,0,6,46,73,"[16056, 21086]","[27391, 27390]",0
Seletiva FIRST Tech Challenge SESI/MS,0,7,101,106,"[27390, 17801]","[17730, 27391]",0
Seletiva FIRST Tech Challenge SESI/MS,0,8,48,64,"[21086, 23073]","[16056, 26970]",0
Seletiva FIRST Tech Challenge SESI/MS,0,9,104,27,"[27391, 26970]","[27390, 23073]",1
Seletiva FIRST Tech Challenge SESI/MS,0,10,52,55,"[17730, 16056]","[21086, 17801]",0
Seletiva FIRST Tech Challenge SESI/MS,0,11,140,58,"[27390, 21086]","[23073, 17801]",1
Seletiva FIRST Tech Challenge SESI/MS,0,12,90,103,"[16056, 27391]","[17730, 26970]",0
Seletiva FIRST Tech Challenge SESI/MS,1,1,71,114,"[17801, 17730]","[26970, 27391]",0
Seletiva FIRST Tech Challenge SESI/MS,1,2,100,86,"[17730, 17801]","[27391, 26970]",1
Seletiva FIRST Tech Challenge SESI/MS,1,3,88,88,"[17730, 17801]","[27391, 26970]",0
Seletiva FIRST Tech Challenge SESI/MS,1,4,100,90,"[17730, 17801]","[26970, 27391]",1
TORNEIO SESI DE ROBÓTICA - CEARÁ,0,1,118,41,"[32577, 26956]","[23500, 19192]",1
TORNEIO SESI DE ROBÓTICA - CEARÁ,0,2,48,69,"[23072, 32578]","[32576, 16053]",0
TORNEIO SESI DE ROBÓTICA - CEARÁ,0,3,17,78,"[23072, 23500]","[26956, 32576]",0
TORNEIO SESI DE ROBÓTICA - CEARÁ,0,4,67,56,"[16053, 19192]","[32578, 32577]",1
TORNEIO SESI DE ROBÓTICA - CEARÁ,0,5,59,34,"[19192, 32577]","[32576, 23072]",1
TORNEIO SESI DE ROBÓTICA - CEARÁ,0,6,59,43,"[16053, 32578]","[26956, 23500]",1
TORNEIO SESI DE ROBÓTICA - CEARÁ,0,7,61,66,"[23072, 32577]","[26956, 32578]",0
TORNEIO SESI DE ROBÓTICA - CEARÁ,0,8,110,84,"[19192, 32576]","[16053, 23500]",1
TORNEIO SESI DE ROBÓTICA - CEARÁ,0,9,104,79,"[16053, 26956]","[32577, 32576]",1
TORNEIO SESI DE ROBÓTICA - CEARÁ,0,10,51,51,"[32578, 23500]","[23072, 19192]",0
TORNEIO SESI DE ROBÓTICA - CEARÁ,1,1,76,83,"[32576, 26956]","[16053, 32577]",0
TORNEIO SESI DE ROBÓTICA - CEARÁ,1,2,80,54,"[32576, 26956]","[32577, 16053]",1
TORNEIO SESI DE ROBÓTICA - CEARÁ,1,3,77,84,"[26956, 32576]","[32577, 16053]",0
Torneio SESI de Robótica - Regional Goiás,0,1,67,111,"[17728, 23502]","[31146, 26963]",0
Torneio SESI de Robótica - Regional Goiás,0,2,141,101,"[16054, 21036]","[21069, 23501]",1
Torneio SESI de Robótica - Regional Goiás,0,3,170,100,"[17728, 26963]","[21036, 21069]",1
Torneio SESI de Robótica - Regional Goiás,0,4,153,145,"[23502, 31146]","[16054, 23501]",1
Torneio SESI de Robótica - Regional Goiás,0,5,101,155,"[23502, 16054]","[17728, 21036]",0
Torneio SESI de Robótica - Regional Goiás,0,6,111,157,"[21069, 26963]","[31146, 23501]",0
Seletiva São Paulo,0,1,38,69,"[31949, 18613]","[21178, 31856]",0
Seletiva São Paulo,0,2,66,117,"[31888, 31879]","[26456, 31578]",0
Seletiva São Paulo,0,3,41,61,"[22374, 25706]","[31613, 31888]",0
Seletiva São Paulo,0,4,102,47,"[31613, 26456]","[31578, 18613]",1
Seletiva São Paulo,0,5,61,69,"[31856, 22374]","[31879, 21178]",0
Seletiva São Paulo,0,6,58,64,"[31578, 31949]","[26456, 25706]",0
Seletiva São Paulo,0,1,89,61,"[31856, 26456]","[31879, 31888]",1
Seletiva São Paulo,0,2,72,43,"[31613, 25706]","[21178, 31578]",1
Seletiva São Paulo,0,3,15,75,"[31949, 21178]","[18613, 22374]",0
Seletiva São Paulo,0,4,63,65,"[26456, 31879]","[31949, 31613]",0
Seletiva São Paulo,0,5,114,53,"[18613, 25706]","[22374, 31856]",1
Seletiva São Paulo,0,6,52,81,"[31578, 31879]","[31888, 21178]",0
Seletiva São Paulo,0,7,65,44,"[31578, 31949]","[31613, 31856]",1
Seletiva São Paulo,0,8,91,128,"[31888, 22374]","[25706, 26456]",0
Seletiva São Paulo,0,9,61,95,"[31949, 18613]","[31879, 25706]",0
Seletiva São Paulo,0,10,50,89,"[22374, 21178]","[26456, 31578]",0
Seletiva São Paulo,0,11,94,90,"[31613, 31888]","[18613, 31856]",1
Seletiva São Paulo,0,12,73,78,"[31879, 18613]","[31578, 31613]",0
Seletiva São Paulo,0,13,89,53,"[31856, 31888]","[22374, 31949]",1
Seletiva São Paulo,0,14,96,103,"[21178, 26456]","[25706, 31856]",0
Seletiva São Paulo,0,15,169,86,"[25706, 22374]","[31879, 31613]",1
Seletiva São Paulo,0,16,79,106,"[18613, 31578]","[31949, 26456]",0
Seletiva São Paulo,0,17,78,80,"[31888, 31949]","[21178, 31613]",0
Seletiva São Paulo,1,1,106,51,"[25706, 26456]","[31578, 31879]",1
Seletiva São Paulo,2,1,94,57,"[31613, 18613]","[31856, 31888]",1
Seletiva São Paulo,3,1,47,81,"[31578, 31879]","[31856, 31888]",0
Seletiva São Paulo,4,1,182,109,"[25706, 26456]","[31613, 18613]",1
Seletiva São Paulo,5,1,55,84,"[31613, 18613]","[31856, 31888]",0
Seletiva São Paulo,6,1,128,72,"[25706, 26456]","[31856, 31888]",1
Festival Regional SESI de Robótica,0,1,36,10,"[27094, 22660]","[26303, 17799]",1
Festival Regional SESI de Robótica,0,2,152,14,"[31445, 23504]","[32834, 17893]",1
Festival Regional SESI de Robótica,0,3,58,107,"[26303, 16058]","[31168, 23504]",0
Festival Regional SESI de Robótica,0,1,122,32,"[27094, 23504]","[26303, 16058]",1
Festival Regional SESI de Robótica,0,2,96,10,"[31168, 22660]","[17799, 17893]",1
Festival Regional SESI de Robótica,0,3,81,50,"[31445, 26303]","[17893, 27094]",1
Festival Regional SESI de Robótica,0,4,48,149,"[31168, 31445]","[23504, 22660]",0
Festival Regional SESI de Robótica,0,5,47,29,"[16058, 17893]","[17799, 27094]",1
Festival Regional SESI de Robótica,0,6,16,146,"[26303, 17799]","[31445, 23504]",0
Festival Regional SESI de Robótica,0,7,127,23,"[22660, 16058]","[31168, 26303]",1
Festival Regional SESI de Robótica,0,8,147,43,"[16058, 23504]","[22660, 17893]",1
Festival Regional SESI de Robótica,0,9,31,71,"[31168, 17799]","[27094, 31445]",0
Festival Regional SESI de Robótica,0,10,58,110,"[16058, 27094]","[22660, 31445]",0
Festival Regional SESI de Robótica,0,11,23,126,"[17893, 31168]","[23504, 26303]",0
Festival Regional SESI de Robótica,0,12,125,62,"[31445, 17799]","[26303, 22660]",1
Festival Regional SESI de Robótica,0,13,121,60,"[17893, 23504]","[17799, 16058]",1
Festival Regional SESI de Robótica,0,14,65,142,"[26303, 27094]","[31168, 23504]",0
Festival Regional SESI de Robótica,1,1,161,132,"[23504, 31445]","[22660, 16058]",1
Festival Regional SESI de Robótica,1,2,134,125,"[23504, 31445]","[22660, 16058]",1
Torneio Regional FIRST Tech Challenge - RS,0,1,54,48,"[26059, 21342]","[31258, 16041]",1
Torneio Regional FIRST Tech Challenge - RS,0,2,71,68,"[31200, 15932]","[14391, 16786]",1
Torneio Regional FIRST Tech Challenge - RS,0,3,52,3,"[16786, 15932]","[16062, 21342]",1
Torneio Regional FIRST Tech Challenge - RS,0,4,103,58,"[14391, 16062]","[16041, 26059]",1
Torneio Regional FIRST Tech Challenge - RS,0,5,68,97,"[31258, 21342]","[16062, 31200]",0
Torneio Regional FIRST Tech Challenge - RS,0,6,43,43,"[14391, 16041]","[16786, 31258]",0
Torneio Regional FIRST Tech Challenge - RS,0,7,54,55,"[31200, 26059]","[15932, 16041]",0
Torneio Regional FIRST Tech Challenge - RS,0,1,67,47,"[21342, 16786]","[26059, 16062]",1
Torneio Regional FIRST Tech Challenge - RS,0,2,57,87,"[31200, 16041]","[31258, 15932]",0
Torneio Regional FIRST Tech Challenge - RS,0,3,71,62,"[31200, 14391]","[26059, 21342]",1
Torneio Regional FIRST Tech Challenge - RS,0,4,69,59,"[16786, 16062]","[16041, 14391]",1
Torneio Regional FIRST Tech Challenge - RS,0,5,58,84,"[31258, 26059]","[21342, 15932]",0
Torneio Regional FIRST Tech Challenge - RS,0,6,57,76,"[15932, 31200]","[16041, 16786]",0
Torneio Regional FIRST Tech Challenge - RS,0,7,66,52,"[14391, 15932]","[16062, 31258]",1
Torneio Regional FIRST Tech Challenge - RS,0,8,50,36,"[26059, 16041]","[14391, 16062]",1
Torneio Regional FIRST Tech Challenge - RS,0,9,63,83,"[31258, 21342]","[31200, 16786]",0
Torneio Regional FIRST Tech Challenge - RS,0,10,48,68,"[15932, 16062]","[31200, 21342]",0
Torneio Regional FIRST Tech Challenge - RS,0,11,100,125,"[31258, 16041]","[26059, 16786]",0
Torneio Regional FIRST Tech Challenge - RS,0,12,63,46,"[14391, 21342]","[16041, 15932]",1
Torneio Regional FIRST Tech Challenge - RS,0,13,127,64,"[14391, 16786]","[26059, 31200]",1
Torneio Regional FIRST Tech Challenge - RS,0,14,64,88,"[31258, 31200]","[16062, 16041]",0
Torneio Regional FIRST Tech Challenge - RS,1,1,90,124,"[16786, 14391]","[21342, 15932]",0
Torneio Regional FIRST Tech Challenge - RS,1,2,110,63,"[14391, 16786]","[15932, 21342]",1
Torneio Regional FIRST Tech Challenge - RS,1,3,81,32,"[16786, 14391]","[21342, 15932]",1
Festival Regional Sesi de Educação,0,1,67,81,"[30666, 30527]","[26977, 31737]",0
Festival Regional Sesi de Educação,0,2,77,18,"[21081, 23311]","[24555, 26976]",1
Festival Regional Sesi de Educação,0,3,71,65,"[32431, 30764]","[30328, 18066]",1
Festival Regional Sesi de Educação,0,4,202,28,"[21222, 31442]","[32029, 30575]",1
Festival Regional Sesi de Educação,0,5,40,50,"[22936, 24527]","[30560, 21084]",0
Festival Regional Sesi de Educação,0,6,43,185,"[26940, 31460]","[26978, 21085]",0
Festival Regional Sesi de Educação,0,1,48,37,"[26977, 30328]","[30666, 31211]",1
Festival Regional Sesi de Educação,0,2,54,98,"[31442, 26976]","[21081, 30527]",0
Festival Regional Sesi de Educação,0,3,49,129,"[32029, 30764]","[31460, 26979]",0
Festival Regional Sesi de Educação,0,4,66,121,"[30575, 24527]","[26940, 21085]",0
Festival Regional Sesi de Educação,0,5,114,63,"[22936, 18066]","[26978, 30560]",1
Festival Regional Sesi de Educação,0,6,80,44,"[21084, 21222]","[31737, 23311]",1
Festival Regional Sesi de Educação,0,7,108,45,"[21081, 32431]","[24555, 30666]",1
Festival Regional Sesi de Educação,0,8,128,51,"[26979, 18066]","[30575, 26976]",1
Festival Regional Sesi de Educação,0,9,60,104,"[31211, 23311]","[31460, 24527]",0
Festival Regional Sesi de Educação,0,10,46,48,"[21084, 26978]","[26940, 31442]",0
Festival Regional Sesi de Educação,0,11,89,3,"[32431, 22936]","[31737, 30328]",1
Festival Regional Sesi de Educação,0,12,120,36,"[26977, 30560]","[32029, 24555]",1
Festival Regional Sesi de Educação,0,13,120,81,"[30764, 30527]","[21085, 21222]",1
Festival Regional Sesi de Educação,0,14,77,55,"[30666, 24527]","[31737, 26978]",1
Festival Regional Sesi de Educação,0,15,29,68,"[31211, 21084]","[32431, 26976]",0
Festival Regional Sesi de Educação,0,16,185,54,"[21081, 21085]","[30328, 32029]",1
Festival Regional Sesi de Educação,0,17,79,91,"[30527, 23311]","[18066, 26977]",0
Festival Regional Sesi de Educação,0,18,43,52,"[24555, 31442]","[21222, 30575]",0
Festival Regional Sesi de Educação,0,19,41,62,"[30764, 31460]","[22936, 26940]",0
Festival Regional Sesi de Educação,0,20,86,91,"[26979, 30527]","[30666, 30560]",0
Festival Regional Sesi de Educação,0,21,106,80,"[24527, 31442]","[32029, 32431]",1
Festival Regional Sesi de Educação,0,22,51,51,"[21085, 26976]","[23311, 22936]",0
Festival Regional Sesi de Educação,0,23,43,15,"[31737, 31460]","[30575, 21081]",1
Festival Regional Sesi de Educação,0,24,71,86,"[26977, 21222]","[26979, 26978]",0
Festival Regional Sesi de Educação,0,25,243,34,"[30560, 30328]","[21084, 30764]",1
Festival Regional Sesi de Educação,0,26,67,94,"[26940, 24555]","[31211, 18066]",0
Festival Regional Sesi de Educação,0,27,72,117,"[26978, 32431]","[21085, 31460]",0
Festival Regional Sesi de Educação,0,28,60,119,"[32029, 30666]","[26976, 21222]",0
Festival Regional Sesi de Educação,0,29,27,110,"[30328, 24555]","[30527, 24527]",0
Festival Regional Sesi de Educação,0,30,46,37,"[23311, 26940]","[21081, 26979]",1
Festival Regional Sesi de Educação,0,31,23,55,"[22936, 30575]","[26977, 21084]",0
Festival Regional Sesi de Educação,0,32,65,57,"[31211, 30560]","[31737, 31442]",1
Festival Regional Sesi de Educação,0,33,52,98,"[18066, 21081]","[24527, 30764]",0
Festival Regional Sesi de Educação,0,34,48,62,"[30575, 26978]","[30328, 23311]",0
Festival Regional Sesi de Educação,0,35,19,60,"[22936, 32029]","[30527, 31211]",0
Festival Regional Sesi de Educação,0,36,122,34,"[21085, 21084]","[24555, 26979]",1
Festival Regional Sesi de Educação,0,37,38,36,"[26976, 31737]","[30764, 26977]",1
Festival Regional Sesi de Educação,0,38,68,97,"[26940, 30560]","[21222, 32431]",0
Festival Regional Sesi de Educação,0,39,85,60,"[31460, 18066]","[31442, 30666]",1
Festival Regional Sesi de Educação,1,1,214,48,"[32431, 21222]","[23311, 26977]",1
Festival Regional Sesi de Educação,2,1,84,116,"[21085, 24527]","[22936, 21084]",0
Festival Regional Sesi de Educação,3,1,91,93,"[18066, 30560]","[32431, 21222]",0
Festival Regional Sesi de Educação,4,1,39,54,"[31460, 26940]","[22936, 21084]",0
Festival Regional Sesi de Educação,5,1,92,147,"[18066, 30560]","[21085, 24527]",0
Festival Regional Sesi de Educação,6,1,22,71,"[31460, 26940]","[26977, 23311]",0
Festival Regional Sesi de Educação,7,1,93,44,"[32431, 21222]","[21084, 22936]",1
Festival Regional Sesi de Educação,8,1,63,152,"[26977, 23311]","[21085, 24527]",0
Festival Regional Sesi de Educação,9,1,37,109,"[22936, 21084]","[21085, 24527]",0
Festival Regional Sesi de Educação,10,1,97,158,"[32431, 21222]","[21085, 24527]",0
Festival Regional Sesi de Educação,11,1,131,122,"[32431, 21222]","[21085, 24527]",1
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,1,138,65,"[27184, 16052]","[31638, 32510]",1
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,2,73,60,"[31858, 23061]","[23055, 20858]",1
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,3,23,62,"[26960, 20858]","[31692, 27184]",0
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,4,99,90,"[31692, 23055]","[31638, 16052]",1
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,5,39,115,"[23061, 32510]","[26960, 31858]",0
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,1,76,10,"[20858, 31638]","[31692, 23061]",1
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,2,124,114,"[27184, 32510]","[31858, 23055]",1
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,3,149,83,"[27184, 26960]","[31692, 16052]",1
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,4,176,80,"[26960, 23055]","[31858, 31638]",1
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,5,50,54,"[32510, 16052]","[23061, 20858]",0
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,6,57,86,"[16052, 23061]","[31858, 27184]",0
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,7,117,127,"[31692, 26960]","[32510, 23055]",0
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,8,110,110,"[16052, 20858]","[23055, 31638]",0
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,9,82,99,"[31638, 32510]","[27184, 31692]",0
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,10,50,133,"[23061, 31858]","[26960, 20858]",0
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,11,69,50,"[31692, 31858]","[23061, 31638]",1
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,12,127,100,"[23055, 20858]","[27184, 16052]",1
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,13,179,88,"[26960, 31638]","[32510, 20858]",1
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,14,129,114,"[23055, 27184]","[26960, 23061]",1
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,0,15,92,107,"[31692, 32510]","[31858, 16052]",0
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,1,1,116,140,"[23055, 26960]","[27184, 16052]",0
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,1,2,186,164,"[23055, 26960]","[27184, 16052]",1
Torneio SESI de Robótica - Regional Rio de Janeiro powered by Equinor,1,3,175,146,"[26960, 23055]","[27184, 16052]",1
Arrowhead Meet 1,0,1,59,39,"[26704, 18444]","[20168, 23684]",1
Arrowhead Meet 1,0,2,66,53,"[24541, 16596]","[31169, 22029]",1
Arrowhead Meet 1,0,3,23,66,"[26704, 24541]","[20168, 22029]",0
Arrowhead Meet 1,0,4,32,84,"[31169, 23684]","[16596, 18444]",0
Arrowhead Meet 1,0,5,20,60,"[24541, 31169]","[26704, 23684]",0
Arrowhead Meet 1,0,6,52,79,"[18444, 20168]","[22029, 16596]",0
Arrowhead Meet 1,0,7,30,68,"[20168, 31169]","[16596, 26704]",0
Arrowhead Meet 1,0,8,122,64,"[23684, 22029]","[24541, 18444]",1
Arrowhead Meet 1,0,9,77,79,"[16596, 20168]","[24541, 23684]",0
Arrowhead Meet 1,0,10,100,41,"[22029, 18444]","[26704, 31169]",1
Arrowhead Meet 1,0,11,51,52,"[18444, 31169]","[24541, 20168]",0
Arrowhead Meet 1,0,12,143,76,"[26704, 22029]","[23684, 16596]",1
Arrowhead Meet 2,0,1,30,10,"[32213, 14021]","[22029, 22531]",1
Arrowhead Meet 2,0,2,24,30,"[31169, 24239]","[22188, 26704]",0
Arrowhead Meet 2,0,3,32,98,"[16871, 18444]","[20718, 14023]",0
Arrowhead Meet 2,0,4,25,57,"[23684, 20168]","[16596, 24541]",0
Arrowhead Meet 2,0,5,68,110,"[26704, 14021]","[14023, 16871]",0
Arrowhead Meet 2,0,6,55,91,"[16596, 20718]","[24541, 24239]",0
